EMPLACEMENT : Fleurimont;;;;;;;;;

1/2AA-800NM;CELLULE 1/2AA 1.2V 800MAH NIMH;201;0;0;0;4.95 $;0.00 $

1001;VÉLO ELECTRIQUE 48V 13AH 624WH MOT.500W FATBIKE TRAIL/XNOIR;401;0;0;;0;2 195.00 $;0.00 $

101-75;BATTERIE GR.101 813 CA 650CCA;101;0;0;0;269.95 $;0.00 $

1031;VÉLO ELECTRIQUE 48V 15AH 720WH MOTEUR 500W MAX SEBLEU;401;0;0;;1;2 395.00 $;0.00 $

10WATTS;Panneau solaire 10 watts;315;0;0;0;54.95 $;0.00 $

1129;VÉLO ELECTRIQUE 48V 16AH 768WH MOTEUR 500W VENTIBLANC;401;0;0;;1;2 395.00 $;0.00 $

1161;VÉLO ELECTRIQUE 48V 10AH 480WH MOTEUR 500W EUROPAROUGE;401;0;0;1;1 495.00 $;0.00 $

1163;VÉLO ELECTRIQUE 36V 10AH 250/500W MALTA GRIS;401;0;0;;1;1 995.00 $;0.00 $

12;GARANTIE 12 MOIS FULL;700;0;0;729;0.00 $;0.00 $

121R-65;BATTERIE GR.121R 620 CA 520 CCA;101;1;1;;0;129.95 $;0.00 $

1224;GARANTIE 12 MOIS FULL 24 MOIS AU PRORATA;700;0;0;1000;0.00 $;0.00 $

1236;GARANTIE 12 MOIS FULL 36 MOIS AU PRORATA;700;0;0;;969;0.00 $;0.00 $

1248;GARANTIE 12 MOIS FULL 48 MOIS AU PRORATA;700;0;0;1000;0.00 $;0.00 $

1255;GARANTIE 12 MOIS FULL 55 MOIS AU PRORATA;700;0;0;;1000;0.00 $;0.00 $

1265;GARANTIE 12 MOIS FULL 65 MOIS AU PRORATA;700;0;0;912;0.00 $;0.00 $

12N14-3A;BATTERIE MOTO 12 V14 AH 128CCA;113;3;4;;2;74.95 $;0.00 $

12N9-4B-1;BATTERIE MOTO 12V 9AH;113;0;0;0;59.95 $;0.00 $

140-65;BATTERIE GR.140 CMF45R 650 CA 550 CCA;101;1;1;;2;149.95 $;0.00 $

140R-65;BATTERIE GR.140R (H4//LN1) 650 CA 550 CCA;101;2;2;4;149.95 $;0.00 $

140R-AGM;BATTERIE AGM GR.140R (H4/LN1) 725 CA 570 CCA;101;2;2;;3;209.95 $;0.00 $

151R-65;BATTERIE GR.151R 425 CA 360 CCA;101;3;3;2;144.95 $;0.00 $

1740-002;FILTRE POMPE FLOJET 1/2 HOSE;315;0;0;;-1;0.00 $;0.00 $

18;GARANTIE 18 MOIS FULL;700;0;0;879;0.00 $;0.00 $

1836;GARANTIE 18 MOIS FULL 36 MOIS AU PRORATA;700;0;0;;869;0.00 $;0.00 $

1875;GARANTIE 18 MOIS FULL 75 MOIS AU PRORATA;700;0;0;830;0.00 $;0.00 $

1HD-40;BATTERIE GR.1 750 CA 625 CCA 6V;102;1;1;;1;134.95 $;0.00 $

2/3AAA-400NM;CELLULE 2/3AAA 1.55V 400 MAH NIMH FLAT TOP;201;0;0;0;4.95 $;0.00 $

2/3AF-700;CELLULE 2/3AF 1.2V 700 MAH NICD;201;0;0;;0;3.95 $;0.00 $

24;GARANTIE 24 MOIS FULL;700;0;0;1999;0.00 $;0.00 $

24-448;LAMPE DE POCHE XL PIVOTANTE - 68 DEL;314;0;0;;6;31.95 $;0.00 $

24-451;LAMPE DE POCHE / LAMPE DE TRAVAIL - 21 DEL;314;0;0;5;13.95 $;0.00 $

24-458;LAMPE DE POCHE DE TRAVAIL PIVOT 3 LED;314;0;0;;-1;24.95 $;0.00 $
